Sample_ID,District,Agro_Zone,Season,Soil_pH,Total_N_percent,Available_P_mgkg,Available_K_mgkg,Organic_Carbon_percent,Rainfall_30d_mm,Temperature_mean_C,Recommended_N_kg_ha,Recommended_P2O5_kg_ha,Recommended_K2O_kg_ha,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha
4080,Trincomalee,Dry,Yala,5.97,,14.4,82.4,0.81,54.6,27.2,120,40,40,250.2,87.8,63.3
4081,Puttalam,Dry,Maha,5.8,0.181,14.6,79.4,1.23,154.1,27.5,100,40,40,223.7,82.9,70.2
4082,Nuwara Eliya,Wet,Maha,4.74,0.099,11.4,140.2,2.83,298.2,,130,40,20,271.3,90.9,31.5
4083,Trincomalee,Dry,Maha,6.47,0.19,6.9,116.5,0.7,247.9,30.6,100,60,20,221.5,139.6,31
4084,Anuradhapura,Dry,Yala,7.22,0.109,6.8,95.7,0.93,97.5,31.4,120,60,40,270.6,124.8,65.6
4085,Trincomalee,Dry,Yala,6.71,0.087,10.5,58.9,1.48,88.6,27.6,130,40,60,270.7,82.9,107.2
4086,Mullaitivu,Dry,Maha,7.47,0.059,10,77.8,0.8,161.4,29.3,130,40,40,263.9,86.4,62.8
4087,Nuwara Eliya,Wet,Yala,4.88,0.052,8,93.3,3,,25.1,130,60,40,267,135.2,62.7
4088,Kurunegala,Intermediate,Yala,6.57,0.099,15.5,103.2,1.91,198.7,29.8,130,20,20,287.1,42.1,34.6
4089,Monaragala,Intermediate,Yala,6.73,0.18,8.5,106.8,1.25,161.9,27.1,100,60,20,228.8,121,32.4
4090,Ratnapura,Wet,Maha,5.14,0.197,11.8,124.7,1.61,335.1,26.7,100,40,20,202.6,87.5,34.4
4091,Badulla,Intermediate,Yala,5.73,0.08,11,,1.95,214.8,28.8,130,40,40,292.5,93,63.7
4092,Kurunegala,Intermediate,Yala,5.37,0.092,9,110.4,1.13,187.8,29.8,130,60,20,275.9,128.3,33.1
4093,Matale,Intermediate,Yala,6.08,0.115,18.1,62.3,1.54,228.9,30,120,20,40,260.1,43,64.4
4094,Ampara,Dry,Yala,6.72,0.15,13.9,86.3,1.24,97.1,31.2,100,40,40,231.4,93.1,66.2
4095,Kandy,Wet,Yala,5.62,0.064,5.8,92.8,1.94,257.8,27.6,130,60,40,275.5,134.2,69.4
4096,Mannar,Dry,Maha,7.19,0.09,9,111.8,0.72,125.9,27.3,130,60,20,281.1,134.7,34.6
4097,Mullaitivu,Dry,Yala,5.67,0.141,13.7,52.3,1.12,57.6,,120,40,60,241.9,87.8,100.2
4098,Vavuniya,Dry,Yala,6.21,0.065,9.9,108.8,0.83,44.1,29.9,130,60,20,264.9,139.7,35.4
4099,Anuradhapura,Dry,Maha,7.38,0.135,8.4,58.1,1.41,125.6,30.2,120,60,60,251.5,134.1,96.5
4100,Batticaloa,Dry,Maha,6.99,0.169,13,90.1,0.65,263.6,27.5,100,40,40,202,92.2,64.1
4101,Kandy,Wet,Maha,4.88,0.085,7.8,66.5,2.82,331.6,24.3,130,60,40,288.2,134.3,67.8
4102,Puttalam,Dry,Yala,7.05,0.184,10.3,80.7,1.36,85.5,30.5,100,40,40,215,90.1,67.9
4103,Kalutara,Wet,Maha,5.03,0.153,10.8,63.9,2.02,279.6,26.9,100,40,40,219,84.3,62.2
4104,Vavuniya,Dry,Maha,7.18,0.194,11.9,97.5,0.65,130.4,27.2,100,40,40,206.8,84.4,67.8
4105,Monaragala,Intermediate,Maha,5.66,0.158,16,96.3,1.83,225.1,28.6,100,20,40,210.7,45.3,65.4
4106,Mullaitivu,Dry,Yala,5.89,0.074,10.5,91.5,,73.4,31.8,130,40,40,289.5,84.3,69.2
4107,Kandy,Wet,Yala,4.73,0.17,,132,2.67,321.4,27.8,100,60,20,232.6,131.6,34.8
4108,Matara,Wet,Maha,4.82,0.154,10.5,82.8,2.85,367.2,25.7,100,40,40,202.7,83.7,67.2
4109,Vavuniya,Dry,Maha,5.9,0.098,7.3,84.8,,134.9,31.3,130,60,40,299.1,136.6,61.7
4110,Kegalle,Intermediate,Maha,5.4,0.154,11.3,,,152.9,27.6,100,40,20,219.9,81.9,34
4111,Kalutara,Wet,Maha,5.13,0.179,9.4,136.6,1.82,332.8,24,100,60,20,219.5,136.8,34.5
4112,Ratnapura,Wet,Maha,5.11,0.145,10.5,149.8,2.92,366.8,27.6,120,40,20,260.9,88.3,32
4113,Monaragala,Intermediate,Maha,5.9,0.075,15.5,78.7,1.83,184.6,29.1,130,20,40,264.3,41.5,66.3
4114,Nuwara Eliya,Wet,Yala,5.98,0.097,8.7,93.5,2.27,309.5,24.2,130,60,40,265.2,131.2,71.4
4115,Ampara,Dry,Yala,7.38,0.168,7,73.3,0.7,87.6,,100,60,40,220.7,126.1,64.7
4116,Gampaha,Wet,Yala,5.53,0.086,6.2,77.9,2.88,284,24.1,130,60,40,275.9,126.9,63.9
4117,Ratnapura,Wet,Maha,5.67,0.088,6.9,74,2.31,329.8,26.7,130,60,40,300.3,127.5,63.8
4118,Trincomalee,Dry,Maha,6.82,0.082,8.7,66.4,1.3,280.6,30.9,130,60,40,278.6,121.9,67.3
4119,Anuradhapura,Dry,Yala,7.08,0.163,10.8,75.6,1.07,46.5,29.4,100,40,40,205.8,93.3,71.2
4120,Hambantota,Dry,Maha,5.5,0.192,8.2,105.3,0.86,236.8,31.2,100,60,20,224.4,121.2,33.8
4121,Colombo,Wet,Yala,5.62,0.186,7.9,81.4,2.07,395.4,26.3,100,60,40,210.7,133.6,64.7
4122,Kilinochchi,Dry,Maha,6.58,0.104,13.2,52.5,0.75,236.9,27.9,120,40,60,261.9,85.3,102.1
4123,Kilinochchi,Dry,Maha,7.4,0.142,14,117.8,0.85,120.1,27.8,120,40,20,268.6,88.9,33.9
4124,Badulla,Intermediate,Yala,6.73,,11.4,125.1,1.24,236.8,26.4,130,40,20,299.6,85.1,33.8
4125,Matale,Intermediate,Yala,5.47,0.086,12.8,59.4,1.77,119.8,28,130,40,60,295,89.3,94.9
4126,Kegalle,Intermediate,Yala,6.24,0.138,16,87.3,1.22,144.3,,120,20,40,267.8,45,68
4127,Jaffna,Dry,Maha,6.12,0.157,10.5,47.5,1.42,221.9,29.7,100,40,60,223.3,89.5,99
4128,Galle,Wet,Yala,4.65,0.058,7.8,62.8,2.25,272,24.6,130,60,40,301.5,122.8,61.9
4129,Colombo,Wet,Yala,5.94,0.12,9.7,123.3,2.01,360.9,27.4,120,60,20,252.9,133.5,33.5
4130,Badulla,Intermediate,Yala,5.55,0.138,6.7,117.5,1.43,162,26.5,120,60,20,241.4,126.1,35.7
4131,Ampara,Dry,Yala,5.76,0.124,6.9,94.2,0.53,49.5,31,120,60,40,252,121.2,65.2
4132,Trincomalee,Dry,Yala,5.76,0.073,8.7,108.8,1.42,68.7,29.6,130,60,20,270.6,128.7,35.6
4133,Kalutara,Wet,Maha,4.55,0.051,7.1,74.5,2.5,246.8,24.5,130,60,40,289.5,129.1,62.7
4134,Matale,Intermediate,Yala,5.5,0.093,11.2,106.2,1.82,165,29.8,130,40,20,288.3,86.6,34.5
4135,Anuradhapura,Dry,Yala,7.4,0.096,11.4,48.4,1.34,92.1,30.2,130,40,60,286.6,89.7,94.2
4136,Matale,Intermediate,Maha,5.91,0.051,8.8,121.5,1.9,246.8,,130,60,20,262.1,126.7,32.2
4137,Badulla,Intermediate,Maha,5.76,0.196,13.4,126.8,1.77,186.5,26.9,100,40,20,224.9,84.6,33.7
4138,Matale,Intermediate,Maha,5.45,0.12,18.5,,1.93,216,29.7,120,20,60,254,40.6,101.4
4139,Vavuniya,Dry,Maha,5.92,0.072,8.7,68.7,1.32,138,30.8,130,60,40,289.6,134.1,69.5
4140,Puttalam,Dry,Maha,6.16,0.064,11.2,56.9,0.8,195.5,30.2,130,40,60,285,87.9,101.7
4141,Kandy,Wet,Yala,5.38,0.15,7.6,73.4,2.78,236.7,26.3,100,60,40,212.3,127.5,67.6
4142,Kegalle,Intermediate,Yala,6.28,0.089,5.1,80.4,1.78,145.5,,130,60,40,267.1,134.4,70.8
4143,Trincomalee,Dry,Maha,6.28,0.133,8.1,,0.62,121.2,29.3,120,60,40,245,131.1,66.2
4144,Kegalle,Intermediate,Maha,6.55,0.132,10.5,68.4,1.72,113.2,29.2,120,40,40,273.9,86.6,64
4145,Kurunegala,Intermediate,Yala,5.8,0.087,19,81.1,1.37,168.4,26.5,130,20,40,300.3,43.6,63.3
4146,Matara,Wet,Yala,,0.182,10,97.5,1.57,204.7,26.5,100,40,40,222.3,88.8,65.7
4147,Gampaha,Wet,Maha,4.93,0.084,5.8,70.4,2.09,259.3,24.1,130,60,40,265.8,133.5,68.8
4148,Gampaha,Wet,Maha,5.21,0.115,6.8,109.5,,385.3,27.6,120,60,20,257.1,126.3,31
4149,Mannar,Dry,Maha,5.73,0.068,5.6,68.5,0.61,252,28.6,130,60,40,292.3,123.4,63
4150,Ratnapura,Wet,Yala,4.59,0.08,7.8,91.9,2.72,268.7,27.3,130,60,40,294.5,123.7,62.8
4151,Ratnapura,Wet,Yala,4.79,0.086,7.5,103.8,1.97,345.8,25.6,130,60,20,266.4,133.1,33.7
4152,Trincomalee,Dry,Yala,6.87,0.091,13.4,100.8,1.29,62.2,29.8,130,40,20,261.4,91.9,32
4153,Kegalle,Intermediate,Maha,6.49,0.16,6.7,71.8,1.39,204,26.7,100,60,40,224.3,128.6,63.4
4154,Kalutara,Wet,Yala,4.75,0.193,5.2,124.5,2.29,305.3,27.6,100,60,20,212.7,123.9,33.8
4155,Kandy,Wet,Maha,5.1,0.062,8.3,92.2,2.23,324.4,26,130,60,40,272.2,135.4,69.3
4156,Kalutara,Wet,Maha,5,0.114,10.5,134.1,2.09,339.3,26,120,40,20,241.8,91.3,32.5
4157,Hambantota,Dry,Yala,6.09,0.145,11.4,97.1,1.14,34.1,28.4,120,40,40,262.5,92,67.5
4158,Badulla,Intermediate,Yala,6.64,0.16,14.2,60.8,1.22,,26.8,100,40,40,228.9,88.4,62.7
4159,Ratnapura,Wet,Maha,5.37,0.096,9.9,111.5,1.95,281.4,25.7,130,60,20,302,137.5,35.5
4160,Trincomalee,Dry,Maha,6.16,0.121,10.9,48,1.28,136.8,28.3,120,40,60,263.5,80.7,97.6
4161,Gampaha,Wet,Maha,5.44,0.179,11.5,62.3,2.68,,25.5,100,40,40,217.9,81.9,71.7
4162,Kurunegala,Intermediate,Yala,6.68,0.053,18.6,80.7,,115.3,26.6,130,20,40,265,40.8,71.5
4163,Monaragala,Intermediate,Yala,6.75,0.08,15.2,52.8,1.7,169,27,130,20,60,284.7,44.9,104.2
4164,Anuradhapura,Dry,Maha,6.16,0.113,12,79.1,1.28,133.6,28.6,120,40,40,256.2,81.4,61.9
4165,Kilinochchi,Dry,Maha,6.92,0.1,9.6,57.7,1.28,218.2,28.4,120,60,60,265.1,130.3,100.7
4166,Kandy,Wet,Maha,4.85,0.136,10.3,110.9,1.72,201.2,24.1,120,40,20,256.5,86.6,31.2
4167,Galle,Wet,Yala,4.92,0.168,8.8,125.2,1.92,361.9,25.7,100,60,20,208.9,126.7,35.3
4168,Hambantota,Dry,Maha,6.71,0.191,7.2,58,0.78,167.3,30.2,100,60,60,204.2,137.6,104.3
4169,Kurunegala,Intermediate,Maha,6.56,0.151,16,55.8,1.65,,27.8,100,20,60,211.4,41.3,107.1
4170,Trincomalee,Dry,Maha,6.66,0.106,,109.2,1.09,,30,120,60,20,245.1,127.5,33.8
4171,Vavuniya,Dry,Yala,6.07,0.098,13,41.9,1.4,83,27.1,130,40,60,268.9,90.6,100.3
4172,Gampaha,Wet,Maha,5.05,0.075,11.3,134.9,2.12,366.6,26.5,130,40,20,303.3,80.9,33.4
4173,Kalutara,Wet,Yala,4.59,0.085,9.5,65.6,2.23,,26.4,130,60,40,280.2,133.8,65.6
4174,Kurunegala,Intermediate,Maha,5.58,,18.1,117.9,1.54,231.2,29.2,100,20,20,218.4,45.6,33.1
4175,Trincomalee,Dry,Maha,6.78,0.179,8.5,67.8,1.07,285.2,29.7,100,60,40,229.6,138.9,68.1
4176,Nuwara Eliya,Wet,Maha,5.61,0.173,11.4,124.4,2.86,289.1,24.4,100,40,20,233.6,91.9,35.5
4177,Monaragala,Intermediate,Maha,5.98,0.076,19.3,108.1,,212.1,29.4,130,20,20,286.1,42.3,33.8
4178,Kurunegala,Intermediate,Yala,6.46,0.117,,57.2,1.94,232.5,28.7,120,60,60,273.1,132.1,105.4
4179,Puttalam,Dry,Maha,6.18,0.121,11.3,58.3,0.81,229.8,28.9,120,40,60,254.1,81.5,105.4
4180,Batticaloa,Dry,Yala,7.5,0.133,10.4,48.6,0.62,44.4,30.4,120,40,60,253.3,83.8,100.3
4181,Mannar,Dry,Yala,6.77,0.121,10.5,92.5,1.42,74.5,29.6,120,40,40,257.1,81.7,65.2
4182,Matale,Intermediate,Yala,5.93,,11.5,53.7,1.95,,26.1,120,40,60,267.7,84.6,102.1
4183,Badulla,Intermediate,Maha,5.5,0.069,15.5,108.2,1.92,241,27.4,130,20,20,290.3,45.9,33
4184,Puttalam,Dry,Yala,6.65,0.082,,108.7,0.68,72.5,27.7,130,60,20,274.8,127.4,31.2
4185,Batticaloa,Dry,Maha,7.03,,10.5,51,1.24,173,31,130,40,60,267.1,87.8,98.2
4186,Ampara,Dry,Yala,6.64,,13.1,77.9,0.8,79.9,27.8,100,40,40,221.7,86.1,71.6
4187,Ampara,Dry,Yala,5.86,0.081,8.6,,1.34,21.6,32,130,60,40,266.8,129.6,62.2
4188,Mullaitivu,Dry,Yala,6.71,0.069,7,54.7,1.26,71.3,31.7,130,60,60,285.9,139.6,103
4189,Mannar,Dry,Yala,6.64,0.165,,115,0.86,57,28.6,100,40,20,223.7,84.3,35
4190,Kalutara,Wet,Yala,4.71,0.095,6.1,103.1,2.05,240.8,26.9,130,60,20,291.1,132.9,34
4191,Vavuniya,Dry,Yala,7.31,0.102,8.3,94.3,0.74,82.6,,120,60,40,270.8,128.8,67.4
4192,Gampaha,Wet,Maha,4.86,0.187,8,138.5,1.62,305.2,27.1,100,60,20,229.6,121.8,34.3
4193,Kurunegala,Intermediate,Yala,6.06,0.194,19.1,93.9,1.24,102,26.3,100,20,40,217.4,43.4,66
4194,Mullaitivu,Dry,Yala,6.31,0.148,,89.7,1.06,74.7,31.9,120,40,40,269.9,91.1,62.6
4195,Ratnapura,Wet,Maha,4.97,0.15,5.4,148.7,2.56,258.2,26,100,60,20,221.3,122.6,35.6
4196,Kurunegala,Intermediate,Yala,5.66,0.18,9.9,119.9,1.76,113,29,100,60,20,207.2,122,33
4197,Kurunegala,Intermediate,Maha,6.21,,19.1,63.4,1.57,166.7,26.2,130,20,40,262.5,41.2,68.4
4198,Batticaloa,Dry,Yala,5.67,0.153,,101.3,1.48,28.4,27.3,100,40,20,210.4,90.5,33.5
4199,Galle,Wet,Maha,5.63,0.192,5.4,73.6,1.75,369.4,26.2,100,60,40,215.5,134.8,62.2
4200,Vavuniya,Dry,Yala,7.47,0.085,6.2,65.6,0.87,,31,130,60,40,287.6,131.7,71.2
4201,Galle,Wet,Yala,4.58,0.053,6.3,117.6,1.78,389.5,27.8,130,60,20,297.4,129.8,34.8
4202,Galle,Wet,Maha,5.46,0.199,10,140.4,1.67,208.2,24.8,100,40,20,207.5,92.1,31.5
4203,Puttalam,Dry,Maha,6.27,,8.1,96,0.84,220.1,29.3,120,60,40,246.2,135.6,71.5
4204,Mannar,Dry,Maha,6.38,0.112,13.7,92.1,,251,31.9,120,40,40,279,91.1,69.1
4205,Puttalam,Dry,Yala,7.47,0.189,11,80,0.53,47.8,27.9,100,40,40,204.6,91.1,66.4
4206,Hambantota,Dry,Yala,7.43,0.08,10.8,108.9,1.13,83.2,31.4,130,40,20,281.7,88.9,33.9
4207,Gampaha,Wet,Yala,4.67,0.144,5.6,82.3,2.8,232.4,27.2,120,60,40,264.2,129.6,62.8
4208,Ratnapura,Wet,Yala,4.55,0.116,11.6,84.2,2.5,368,24.3,120,40,40,262.5,91.8,67.3
4209,Polonnaruwa,Dry,Yala,6.76,0.146,7.3,,1.38,63.1,29.6,120,60,60,244.7,138.7,93.6
4210,Ampara,Dry,Maha,,0.091,,95,0.72,155.6,27.3,130,40,40,263.8,80.8,67.1
4211,Mannar,Dry,Yala,6.92,0.147,11.2,116.5,1.45,76.7,29.9,120,40,20,245.5,81.1,33.6
4212,Puttalam,Dry,Maha,,0.131,7.3,109.8,0.51,273.2,30.9,120,60,20,264.2,139.4,35.2
4213,Trincomalee,Dry,Maha,6.57,0.088,11.1,66.5,0.85,288.6,28.6,130,40,40,284.5,84.1,69
4214,Matara,Wet,Yala,5.43,0.089,10.8,,1.76,350.5,24.8,130,40,20,271.3,91.9,32
4215,Polonnaruwa,Dry,Maha,6.35,0.086,11,81.7,0.87,184.7,27.3,130,40,40,288.4,85.5,70.6
4216,Nuwara Eliya,Wet,Yala,5.34,0.063,11.5,91.5,1.62,282.9,26.9,130,40,40,296.2,82,67.4
4217,Kandy,Wet,Maha,5.33,0.168,9,60.6,2.66,208.5,24.9,100,60,40,202.5,122.2,67.8
4218,Nuwara Eliya,Wet,Maha,5.73,0.088,10.7,67.8,2.23,280.1,26.8,130,40,40,282.5,82.5,63.4
4219,Polonnaruwa,Dry,Yala,7.15,0.075,12,62.8,0.86,51.7,27.7,130,40,40,290.6,83.7,70.3
4220,Polonnaruwa,Dry,Maha,6.08,0.188,7.9,64.1,0.51,274.9,27.2,100,60,40,209.3,130.2,71
4221,Vavuniya,Dry,Yala,6.58,0.089,7.1,47.7,,54.2,28.5,130,60,60,274.5,134.3,104.1
4222,Kalutara,Wet,Maha,5.96,0.155,11.4,102,2.15,304.3,25.4,100,40,20,221.1,93.3,35.5
4223,Polonnaruwa,Dry,Maha,5.8,0.151,11.6,76,1.42,222.2,29,100,40,40,230.4,86.2,64.7
4224,Kalutara,Wet,Yala,5.53,0.111,9.9,78.5,2.17,282.3,26.3,120,60,40,273,130.8,70.3
4225,Colombo,Wet,Maha,5.45,0.15,5.2,108.8,2.66,222.5,24.4,100,60,20,220.1,130.8,33.2
4226,Trincomalee,Dry,Yala,7.38,0.067,5.1,64.1,1.13,91.3,31.8,130,60,40,292.4,131.2,63.3
4227,Matara,Wet,Yala,5.26,0.156,5.9,60.6,,345.5,25.9,100,60,40,213,130.7,68.4
4228,Hambantota,Dry,Yala,7.05,0.196,10,94.9,1.04,41.2,31.6,100,40,40,222,80.6,68.5
4229,Mullaitivu,Dry,Maha,6.82,0.192,6.8,111.8,0.69,272,30,100,60,20,216.3,120.7,32.2
4230,Colombo,Wet,Yala,5.73,0.105,5.7,79,2.11,214.4,25,120,60,40,248.8,122.5,62
4231,Hambantota,Dry,Maha,6.77,0.132,12,55.2,1.38,216.7,28.3,120,40,60,268.8,81.8,95.5
4232,Jaffna,Dry,Maha,6.39,0.114,,117.3,,193.9,31.2,120,40,20,263.1,89.7,32.8
4233,Hambantota,Dry,Yala,7.04,0.085,7.5,57,,66.8,30.3,130,60,60,276.6,124.6,95
4234,Kandy,Wet,Maha,5.92,0.151,11.1,137.2,2.81,223.6,26.4,100,40,20,230.8,92.2,31.8
4235,Hambantota,Dry,Maha,6.13,0.143,,50.1,1.36,152.5,27.5,120,60,60,242.2,138.8,98.4
4236,Trincomalee,Dry,Maha,6.16,0.075,11.2,,0.96,220.6,31.1,130,40,40,274.8,93.2,71.3
4237,Badulla,Intermediate,Yala,6.65,0.106,18.8,95.3,1.34,189.7,26.6,120,20,40,243.6,46.4,69.3
4238,Mannar,Dry,Maha,5.88,0.083,10.9,53.1,1.35,194.2,27.7,130,40,60,293.9,84,97.3
4239,Mannar,Dry,Yala,5.88,0.097,7.5,98.9,0.5,30.9,31.8,130,60,40,291.2,130.6,71.2
4240,Puttalam,Dry,Yala,7.36,,11.9,51.8,1.33,40.9,28.2,120,40,60,254.3,82.8,102.2
4241,Nuwara Eliya,Wet,Maha,5,0.143,8.4,60.8,2.34,225.4,27.7,120,60,40,267.8,136.4,66.3
4242,Ampara,Dry,Yala,5.73,0.066,6,55.4,1.48,90.2,27.8,130,60,60,278.2,138,99.5
4243,Polonnaruwa,Dry,Maha,6.36,0.111,11.6,88,1.48,276.8,31.4,120,40,40,270.9,91.6,65.8
4244,Kalutara,Wet,Maha,5.78,0.122,9.6,118.2,1.85,357.2,25.2,120,60,20,259.1,129.1,32
4245,Monaragala,Intermediate,Maha,6.66,0.182,17.2,128.1,1.38,201.9,26.6,100,20,20,214.5,45.2,32.7
4246,Jaffna,Dry,Maha,6.19,,7.2,117,0.7,153.1,31,130,60,20,301,122.5,33.4
4247,Badulla,Intermediate,Yala,6.35,0.19,15.6,74.6,1.86,131.9,29.3,100,20,40,209.3,40.5,67
4248,Mannar,Dry,Maha,7.26,0.157,5.2,65,0.84,222,27.9,100,60,40,205,135.4,69.3
4249,Colombo,Wet,Maha,4.9,,8.9,88.4,1.63,257,27.7,130,60,40,286.2,128.9,65.3
4250,Puttalam,Dry,Maha,6.32,0.145,14.4,100.1,0.66,190.3,28.9,120,40,20,279.3,93.5,34.4
4251,Trincomalee,Dry,Yala,6.12,0.157,7.1,,0.96,66.1,31,100,60,40,213.4,122.5,67.5
4252,Hambantota,Dry,Yala,6.85,0.092,13.7,63.2,1.26,27.3,31.1,130,40,40,264,91.6,71.3
4253,Nuwara Eliya,Wet,Yala,5.69,0.098,7.8,95.8,2.46,391.5,25,130,60,40,275.8,130,65.6
4254,Mannar,Dry,Yala,7.22,0.154,,71.2,0.55,82.1,28.4,100,60,40,217.6,136.8,70.7
4255,Ratnapura,Wet,Yala,5.65,0.175,5.4,119.5,1.95,254.3,25.6,100,60,20,206.4,136.6,34.9
4256,Batticaloa,Dry,Yala,5.64,0.125,13,49.5,0.71,99.1,30.7,120,40,60,267.1,92.4,102.1
4257,Vavuniya,Dry,Yala,5.95,0.091,13.5,51.1,,98,31.6,130,40,60,303.7,84.4,102.3
4258,Kandy,Wet,Yala,5.34,0.067,11.4,72.3,1.99,,26.8,130,40,40,280.6,92.9,62.5
4259,Vavuniya,Dry,Maha,6.69,0.083,10.9,92.7,0.77,265.5,31.6,130,40,40,276.4,82.5,71.2
4260,Ampara,Dry,Yala,5.92,0.181,8.8,66.4,0.77,49.9,29.9,100,60,40,214.2,122.2,62.8
4261,Jaffna,Dry,Yala,5.62,0.196,11.9,52.7,0.83,26.5,28.4,100,40,60,204.8,86.1,100.9
4262,Matale,Intermediate,Yala,,0.084,16,115.4,1.24,222.5,26.3,130,20,20,298.8,45.6,32.5
4263,Gampaha,Wet,Yala,4.64,0.139,11.5,85.3,2.33,260.4,25.2,120,40,40,257.6,86.7,66
4264,Matara,Wet,Maha,4.91,0.105,10.5,133.9,1.7,212.2,27.7,120,40,20,256.5,91.3,33.9
4265,Nuwara Eliya,Wet,Yala,5.99,,6.2,108.6,2.32,295.7,24.8,100,60,20,222.6,134.9,35.3
4266,Polonnaruwa,Dry,Yala,5.97,0.199,,72.5,0.62,88.2,27.8,100,60,40,215.5,124.7,66.3
4267,Mullaitivu,Dry,Maha,6.33,0.061,13.4,55.3,1.1,247.6,27.9,130,40,60,288.9,92.9,107.3
4268,Vavuniya,Dry,Yala,6.91,0.188,9.7,46.9,1.18,54.3,29,100,60,60,203.1,121.8,101.4
4269,Batticaloa,Dry,Maha,5.53,0.051,14.2,82.5,0.77,231.5,,130,40,40,295.9,92.2,63.3
4270,Kilinochchi,Dry,Maha,6.41,0.15,5.2,72.4,0.66,160.5,27.9,100,60,40,231.8,126.6,63.6
4271,Kegalle,Intermediate,Yala,,0.174,14.2,73.1,,,28.7,100,40,40,222.3,87,68.9
4272,Badulla,Intermediate,Maha,6.6,0.181,11.4,123.3,1.13,182.2,28.7,100,40,20,232.2,86,31.1
4273,Hambantota,Dry,Maha,7.23,0.115,12.1,84.1,0.56,269,32,120,40,40,247.3,82.7,66.5
4274,Hambantota,Dry,Maha,6.99,0.199,12.4,64.8,1.21,230,30.1,100,40,40,216.7,85.1,63.2
4275,Badulla,Intermediate,Yala,5.55,0.108,18.1,99.4,1.22,196.5,28.1,120,20,40,264.9,41.5,66
4276,Puttalam,Dry,Yala,,0.191,9.4,92.9,0.97,72.9,30.9,100,60,40,220.1,124.6,69.2
4277,Badulla,Intermediate,Maha,5.69,0.17,17.1,55.8,1.76,223.9,29.5,100,20,60,214.2,41.5,99.4
4278,Ratnapura,Wet,Yala,5.6,0.111,7.1,74.3,2.04,358.8,27.3,120,60,40,254.6,130.2,63.3
4279,Kegalle,Intermediate,Yala,5.86,,15.6,77,1.89,204.9,29.9,130,20,40,266.8,45.4,64.2
4280,Monaragala,Intermediate,Maha,5.99,0.117,17.7,88.7,1.2,103,28.8,120,20,40,256.7,44,65.4
4281,Badulla,Intermediate,Maha,6.61,0.076,,66.5,1.18,128.5,28.8,130,20,40,268.3,46.1,62.4
4282,Anuradhapura,Dry,Maha,6.82,0.163,6.8,81,1.35,172.9,28.8,100,60,40,225,133.1,67.5
4283,Gampaha,Wet,Maha,5.72,,6.6,97.4,2.73,388.2,26.3,120,60,40,249.5,134.1,67.8
4284,Colombo,Wet,Maha,5.66,0.094,,102.1,,216.9,27.8,130,60,20,263.9,133.7,31.1
4285,Batticaloa,Dry,Yala,6.86,0.181,8.9,61.8,1.13,,29.4,100,60,40,219.1,129.4,65.7
4286,Jaffna,Dry,Maha,5.81,0.123,6.2,107.8,1.48,280.9,29.5,120,60,20,264.6,134.1,32.9
4287,Kurunegala,Intermediate,Maha,5.93,0.085,8.3,101.5,1.65,166.8,28.3,130,60,20,298.4,122,32.5
4288,Anuradhapura,Dry,Yala,5.97,0.107,11.6,118.5,0.59,95.3,31.1,120,40,20,263.9,91.7,33.6
4289,Batticaloa,Dry,Maha,6.76,0.096,10.5,114.7,1.03,234.6,31.5,130,40,20,276,90.6,32.5
4290,Puttalam,Dry,Maha,7.24,,10.6,88.6,0.55,157,28.2,130,40,40,295.4,83.7,65.9
4291,Hambantota,Dry,Yala,7.43,0.088,10,,1.43,80.7,28.5,130,40,20,284.3,90.5,34.8
4292,Vavuniya,Dry,Yala,7.11,0.1,11.1,45.7,0.95,99.8,28.9,120,40,60,244.4,80.6,94.9
4293,Gampaha,Wet,Yala,5.29,0.128,7.7,139.3,1.63,220.4,26.3,120,60,20,263.5,124.9,33.9
4294,Monaragala,Intermediate,Yala,6.25,0.084,19.7,104,1.85,135.4,29.7,130,20,20,299.9,40.7,33.3
4295,Badulla,Intermediate,Maha,6.19,0.079,18.6,112.1,1.92,179.8,29.4,130,20,20,278.2,45.3,32.3
4296,Mannar,Dry,Maha,7.22,0.096,14.8,89.3,0.81,206.4,28.2,130,40,40,274,90.3,69
4297,Kandy,Wet,Maha,5.56,0.063,5.2,142.8,,276.9,26.3,130,60,20,267.5,136.5,33.6
4298,Mannar,Dry,Yala,6.1,0.177,6.9,103.3,0.63,46.8,27.3,100,60,20,206,120.7,33.2
4299,Badulla,Intermediate,Yala,6.4,0.112,12,59.8,1.13,102.4,29.9,120,40,60,258.3,87,102.5
4300,Ampara,Dry,Yala,6.67,0.191,,72.1,0.96,58.5,29.5,100,60,40,220.5,134.4,69.7
4301,Polonnaruwa,Dry,Maha,6.31,0.122,5.8,51.2,1.23,189.8,31,120,60,60,244.5,123.7,107.1
4302,Hambantota,Dry,Yala,6.05,0.082,9.5,117.4,1,76.3,31.4,130,60,20,301.2,133.3,33.9
4303,Jaffna,Dry,Yala,,,5.8,113.2,0.98,80.4,30.7,100,60,20,225.7,122.3,35.2
4304,Batticaloa,Dry,Maha,7.21,0.163,5.2,107.9,1.32,160.8,29.5,100,60,20,220.2,124.2,30.8
4305,Matale,Intermediate,Maha,5.39,0.119,8.5,91.3,,174.5,29.1,120,60,40,273.8,129.9,67
